SKU;Nazov;Cena;Pocet_ks;URL
P378234;6400 Ernie Ball 15' Instrument Classic Cable White - rovný / rovný jack - nástrojový kabel 4.57m - 1ks;805,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6400-Ernie-Ball-15-Instrument-Classic-Cable-White-rovny-rovny-jack-nastrojovy-kabel-4-57m-1ks
P378235;5342 Ernie Ball Black Vine Jacquard - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5342-Ernie-Ball-Black-Vine-Jacquard-kytarovy-pas-1ks
P378236;5343 Ernie Ball White Savannah Jacquard - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5343-Ernie-Ball-White-Savannah-Jacquard-kytarovy-pas-1ks
P378237;5344 Ernie Ball Montebello Iron Jacquard - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5344-Ernie-Ball-Montebello-Iron-Jacquard-kytarovy-pas-1ks
P378238;5345 Ernie Ball Black Heart Jacquard - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5345-Ernie-Ball-Black-Heart-Jacquard-kytarovy-pas-1ks
P378239;5346 Ernie Ball Red King Jacquard - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5346-Ernie-Ball-Red-King-Jacquard-kytarovy-pas-1ks
P378240;5347 Ernie Ball Pink Orleans Jacquard - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5347-Ernie-Ball-Pink-Orleans-Jacquard-kytarovy-pas-1ks
P378241;"6401 Ernie Ball 3"" Flat Ribbon Patch Cable Red 3-Pack - set propojovacích kabelů 7.62cm -  3ks";665,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6401-Ernie-Ball-3-Flat-Ribbon-Patch-Cable-Red-3-Pack-set-propojovacich-kabelu-7-62cm-3ks
P378242;"6402 Ernie Ball 6"" Flat Ribbon Patch Cable Red 3-Pack - set propojovacích kabelů 15.24cm - 3ks";708,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6402-Ernie-Ball-6-Flat-Ribbon-Patch-Cable-Red-3-Pack-set-propojovacich-kabelu-15-24cm-3ks
P378243;"6403 Ernie Ball 12"" Flat Ribbon Patch Cable Red 3-Pack - set propojovacích kabelů 30cm - 3ks";874,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6403-Ernie-Ball-12-Flat-Ribbon-Patch-Cable-Red-3-Pack-set-propojovacich-kabelu-30cm-3ks
P378244;6404 Ernie Ball Flat Ribbon Patch Cables Pedalboard Multi-Pack - Red - set propojovacích kabelů - 10ks;2245,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6404-Ernie-Ball-Flat-Ribbon-Patch-Cables-Pedalboard-Multi-Pack-Red-set-propojovacich-kabelu-10ks
P378246;"6406 Ernie Ball 24"" Flat Ribbon Stereo Patch Cable Black 2 Pack - set propojovacích stereo kabelů 60.96cm - 2ks";862,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6406-Ernie-Ball-24-Flat-Ribbon-Stereo-Patch-Cable-Black-2-Pack-set-propojovacich-stereo-kabelu-60-96cm-2ks
P378247;"6407 Ernie Ball 3"" Flat Ribbon Stereo Patch Cable Black Single - propojovací stereo kabel 7.62cm - 1ks";345,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6407-Ernie-Ball-3-Flat-Ribbon-Stereo-Patch-Cable-Black-Single-propojovaci-stereo-kabel-7-62cm-1ks
P378248;"6408 Ernie Ball 6"" Flat Ribbon Stereo Patch Cable Black Single - propojovací stereo kabel 15.24cm - 1ks";374,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6408-Ernie-Ball-6-Flat-Ribbon-Stereo-Patch-Cable-Black-Single-propojovaci-stereo-kabel-15-24cm-1ks
P378249;"6409 Ernie Ball 12"" Flat Ribbon Stereo Patch Cable Black Single - propojovací stereo kabel  30.48cm - 1ks";403,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6409-Ernie-Ball-12-Flat-Ribbon-Stereo-Patch-Cable-Black-Single-propojovaci-stereo-kabel-30-48cm-1ks
P378250;"6410 Ernie Ball 24"" Flat Ribbon Stereo Patch Cable Black Single - propojovací stereo kabel  60.96cm - 1ks";489,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6410-Ernie-Ball-24-Flat-Ribbon-Stereo-Patch-Cable-Black-Single-propojovaci-stereo-kabel-60-96cm-1ks
P378253;Hercules DG107B - mikrofonní podcast stojan - 1ks;1280,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-DG107B-mikrofonni-podcast-stojan-1ks
P378257;IK Multimedia AXE I/O SOLO + Amplitube 4 DeLuxe - zvuková karta - 1ks;6280,0Kč;1;https://www.rockster.cz/Zvuk/Zvukove-karty/IK-Multimedia-AXE-I-O-SOLO-Amplitube-4-DeLuxe-zvukova-karta-1ks
P378258;KRK KNS 6402 - uzavřená sluchátka - 1ks;1790,0Kč;1;https://www.rockster.cz/Zvuk/Sluchatka/KRK-KNS-6402-uzavrena-sluchatka-1ks
P378262;BESPECO IROMB450 - mikrofonní kabel XLR / XLR - 4.5m;280,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/BESPECO-IROMB450-mikrofonni-kabel-XLR-XLR-4-5m
P378270;Janicek D-GRIP Balkán 0.80mm - 1ks;20,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Janicek-D-GRIP-Balkan-0-80mm-1ks
P378271;Janicek D-GRIP Balkán 0.90mm - 1ks;20,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Janicek-D-GRIP-Balkan-0-90mm-1ks
P378278;Dunlop Max Grip Jazz III Red Nylon - trsátka - 6ks;130,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Trsatka/Dunlop-Max-Grip-Jazz-III-Red-Nylon-trsatka-6ks
P378282;Sterling By MusicMan - Mariposa - Pueblo Pink - elektrická kytara - 1ks;20560,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-By-MusicMan-Mariposa-Pueblo-Pink-elektricka-kytara-1ks
P378283;Sterling By MusicMan - RICHARDSON 6-CPBS Cutlass - Cosmic Purple Burst Satin - elektrická kytara - 1ks;29900,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-By-MusicMan-RICHARDSON-6-CPBS-Cutlass-Cosmic-Purple-Burst-Satin-elektricka-kytara-1ks
P378285;Sterling By MusicMan - RICHARDSON 7-DSBS Cutlass - Dark Scarlet Burst Satin - elektrická kytara - 1ks;33570,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-By-MusicMan-RICHARDSON-7-DSBS-Cutlass-Dark-Scarlet-Burst-Satin-elektricka-kytara-1ks
P378290;"Sterling by MusicMan StingRay RAY34FM-HCB-R2, Heritage Cherry Burst -
                              elektrická baskytara - 1ks";33570,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/Sterling-by-MusicMan-StingRay-RAY34FM-HCB-R2-Heritage-Cherry-Burst
P378295;Hercules HA206 - stojan na údržbu kytary - 1ks;260,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-HA206-stojan-na-udrzbu-kytary-1ks
P378297;Ortega OSWC3H - multifunkční klička na nástroje;350,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/Ortega-OSWC3H-multifunkcni-klicka-na-nastroje
P378299;2327 Ernie Ball Concert & Tenor Nylon Ball End Ukulele Strings Wound G - Black - struny na ukulele - 1ks;217,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Ukulele-mandolina-a-banjo/2327-Ernie-Ball-Concert-Tenor-Nylon-Ball-End-Ukulele-Strings-Wound-G-Black-struny-na-ukulele-1ks
P378300;2330 Ernie Ball Concert & Tenor Nylon Ball End Ukulele Strings Wound G - Clear - struny na ukulele - 1ks;217,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Ukulele-mandolina-a-banjo/2330-Ernie-Ball-Concert-Tenor-Nylon-Ball-End-Ukulele-Strings-Wound-G-Clear-struny-na-ukulele-1ks
P378301;3002 Ernie Ball Earthwood Medium 80/20 Bronze 3 pack / .013 - .056 / - akustické struny - 3ks;616,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3002-Ernie-Ball-Earthwood-Medium-80-20-Bronze-3-pack-013-056-akusticke-struny-3ks
P378302;3005 Ernie Ball Earthwood Custom Med 80/20 Bronze Acoustic Guitar Strings 3 Pack /.012.5 - .056 / - struny na akustickou kytaru - 3ks;616,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3005-Ernie-Ball-Earthwood-Custom-Med-80-20-Bronze-Acoustic-Guitar-Strings-3-Pack-012-5-056-struny-na-akustickou-kytaru-3ks
P378303;3006 Ernie Ball Earthwood Extra Light 80/20 Bronze Acoustic Guitar Strings 3 Pack /.010 - .050 / - struny na akustickou kytaru - 3ks;616,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3006-Ernie-Ball-Earthwood-Extra-Light-80-20-Bronze-Acoustic-Guitar-Strings-3-Pack-010-050-struny-na-akustickou-kytaru-3ks
P378304;3007 Ernie Ball Earthwood Custom Light 80/20 Bronze Acoustic Guitar Strings 3 Pack /.011.5 - .054 / - struny na akustickou kytaru - 3ks;616,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3007-Ernie-Ball-Earthwood-Custom-Light-80-20-Bronze-Acoustic-Guitar-Strings-3-Pack-011-5-054-struny-na-akustickou-kytaru-3ks
P378305;3008 Ernie Ball Earthwood Rock & Blues wPlain G 80/20 Bronze Acoustic Guitar Strings 3 Pack /.010 - .052 / - struny na akustickou kytaru -1ks;616,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3008-Ernie-Ball-Earthwood-Rock-Blues-wPlain-G-80-20-Bronze-Acoustic-Guitar-Strings-3-Pack-010-052-struny-na-akustickou-kytaru-1ks
P378306;3047 Ernie Ball Earthwood Silk Steel Extra Soft 80/20 Bronze Acoustic Guitar Strings 3 Pack /.010 -  .050 / - struny na akustickou kytaru - 3ks;1026,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3047-Ernie-Ball-Earthwood-Silk-Steel-Extra-Soft-80-20-Bronze-Acoustic-Guitar-Strings-3-Pack-010-050-struny-na-akustickou-kytaru-3ks
P378307;3069 Earthwood Nylon Classic Ball-End 80/20 Bronze 3 Pack - / .028 - .042 / - struny na klasickou kytaru - 3ks;828,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/3069-Earthwood-Nylon-Classic-Ball-End-80-20-Bronze-3-Pack-028-042-struny-na-klasickou-kytaru-3ks
P378308;3212 Ernie Ball Nickel Primo Slinky 3 Pack /.0095 - .044 / - struny na elektrickou kytaru 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3212-Ernie-Ball-Nickel-Primo-Slinky-3-Pack-0095-044-struny-na-elektrickou-kytaru-3ks
P378309;3213 Ernie Ball Nickel Mega Slinky 3 Pack /.0105 - .048 / - struny na elektrickou kytaru 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3213-Ernie-Ball-Nickel-Mega-Slinky-3-Pack-0105-048-struny-na-elektrickou-kytaru-3ks
P378310;3224 Ernie Ball Nickel Turbo Slinky 3 Pack /.0095 - .046 / - struny na elektrickou kytaru - 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3224-Ernie-Ball-Nickel-Turbo-Slinky-3-Pack-0095-046-struny-na-elektrickou-kytaru-3ks
P378311;3225 Ernie Ball Nickel Extra Slinky 3 Pack /.008 - .038 / - struny na elektrickou kytaru - 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3225-Ernie-Ball-Nickel-Extra-Slinky-3-Pack-008-038-struny-na-elektrickou-kytaru-3ks
P378312;3226 Ernie Ball Nickel Burly Slinky 3 Pack /.011 - .052 / - struny na elektrickou kytaru - 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3226-Ernie-Ball-Nickel-Burly-Slinky-3-Pack-011-052-struny-na-elektrickou-kytaru-3ks
P378313;3227 Ernie Ball Nickel Ultra Slinky 3 Pack /.010 - .048 / - struny na elektrickou kytaru - 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3227-Ernie-Ball-Nickel-Ultra-Slinky-3-Pack-010-048-struny-na-elektrickou-kytaru-3ks
P378314;3228 Ernie Ball Nickel Mighty Slinky 3 Pack /.0085 - .040 / - struny na elektrickou kytaru - 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3228-Ernie-Ball-Nickel-Mighty-Slinky-3-Pack-0085-040-struny-na-elektrickou-kytaru-3ks
P378315;3250 Ernie Ball Power Slinky Classic Rock'n'Roll Pure Nickel 3 Pack / 11 - 48 / - struny na elektrickou kytaru - 3ks;753,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3250-Ernie-Ball-Power-Slinky-Classic-Rock-n-Roll-Pure-Nickel-3-Pack-11-48-struny-na-elektrickou-kytaru-3ks
P378316;3251 Ernie Ball Regular Slinky Classic Rock'n'Roll Pure Nickel 3 Pack / 10 - 46 / - struny na elektrickou kytaru - 3ks;753,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3251-Ernie-Ball-Regular-Slinky-Classic-Rock-n-Roll-Pure-Nickel-3-Pack-10-46-struny-na-elektrickou-kytaru-3ks
P378317;3252 Ernie Ball Hybrid Slinky Classic Rock'n'Roll Pure Nickel 3 Pack /.009 - .046 / - struny na elektrickou kytaru - 3ks;753,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3252-Ernie-Ball-Hybrid-Slinky-Classic-Rock-n-Roll-Pure-Nickel-3-Pack-009-046-struny-na-elektrickou-kytaru-3ks
P378318;3253 Ernie Ball Super Slinky Classic Rock'n'Roll Pure Nickel 3 Pack /.009 - .042 / - struny na elektrickou kytaru - 3ks;753,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3253-Ernie-Ball-Super-Slinky-Classic-Rock-n-Roll-Pure-Nickel-3-Pack-009-042-struny-na-elektrickou-kytaru-3ks
P378319;3255 Ernie Ball Extra Slinky Classic Rock'n'Roll Pure Nickel 3 Pack /.008 - .038 / - struny na elektrickou kytaru - 3ks;753,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3255-Ernie-Ball-Extra-Slinky-Classic-Rock-n-Roll-Pure-Nickel-3-Pack-008-038-struny-na-elektrickou-kytaru-3ks
P378320;3409 Ernie Ball Ernesto Palla Black and Gold Ball End Nylon Classical 3 Pack - struny na klasickou kytaru - 3ks;927,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/3409-Ernie-Ball-Ernesto-Palla-Black-and-Gold-Ball-End-Nylon-Classical-3-Pack-struny-na-klasickou-kytaru-3ks
P378321;3543 Ernie Ball Earthwood Custom Medium Phosphor Bronze 3 Pack -12.5 / 56 - struny na akustickou kytaru - 3ks;683,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3543-Ernie-Ball-Earthwood-Custom-Medium-Phosphor-Bronze-3-Pack-12-5-56-struny-na-akustickou-kytaru-3ks
P378322;3544 Ernie Ball Earthwood Medium Phosphor Bronze 3 Pack -13 / 56 - struny na akustickou kytaru - 3ks;683,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3544-Ernie-Ball-Earthwood-Medium-Phosphor-Bronze-3-Pack-13-56-struny-na-akustickou-kytaru-3ks
P378323;3545 Ernie Ball Earthwood Custom Light Phosphor Bronze 3 Pack -11.5 / 54 - struny na akustickou kytaru - 3ks;683,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3545-Ernie-Ball-Earthwood-Custom-Light-Phosphor-Bronze-3-Pack-11-5-54-struny-na-akustickou-kytaru-3ks
P378324;3546 Ernie Ball Earthwood Medium Light Phosphor Bronze 3 Pack -12 / 54 - struny na akustickou kytaru - 3ks;683,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3546-Ernie-Ball-Earthwood-Medium-Light-Phosphor-Bronze-3-Pack-12-54-struny-na-akustickou-kytaru-3ks
P378325;3548 Ernie Ball Earthwood Light Phosphor Bronze 3 Pack -11 / 52 - struny na akustickou kytaru - 3ks;683,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3548-Ernie-Ball-Earthwood-Light-Phosphor-Bronze-3-Pack-11-52-struny-na-akustickou-kytaru-3ks
P378326;3550 Ernie Ball Earthwood Extra Light Phosphor Bronze 3 Pack -10 / 50 - struny na akustickou kytaru - 3ks;683,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3550-Ernie-Ball-Earthwood-Extra-Light-Phosphor-Bronze-3-Pack-10-50-struny-na-akustickou-kytaru-3ks
P378327;3551 Ernie Ball Earthwood R&B wPlain G Phosphore Bronze 3 Pack - 10 / 52 - struny na akustickou kytaru s vinutou strunou G - 1ks;683,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Akusticke/3551-Ernie-Ball-Earthwood-R-B-wPlain-G-Phosphore-Bronze-3-Pack-10-52-struny-na-akustickou-kytaru-s-vinutou-strunou-G-1ks
P378328;3626 Ernie Ball Nickel Not Even Slinky 3 Pack /.012 - .056 / - struny na elektrickou kytaru - 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3626-Ernie-Ball-Nickel-Not-Even-Slinky-3-Pack-012-056-struny-na-elektrickou-kytaru-3ks
P378329;3627 Ernie Ball Nickel Beefy Slinky 3 Pack /.011 - .054 / - struny na elektrickou kytaru - 3ks;582,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3627-Ernie-Ball-Nickel-Beefy-Slinky-3-Pack-011-054-struny-na-elektrickou-kytaru-3ks
P378330;3723 Ernie Ball Super Slinky Cobalt 3 Pack /.009-.042 / - struny na elektrickou kytaru - 3ks;912,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Elektricke/3723-Ernie-Ball-Super-Slinky-Cobalt-3-Pack-009-042-struny-na-elektrickou-kytaru-3ks
P378331;4287 Ernie Ball Comfort Slide - Small - 1ks;473,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Slide/4287-Ernie-Ball-Comfort-Slide-Small-1ks
P378332;4288 Ernie Ball Comfort Slide - Medium - 1ks;531,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Slide/4288-Ernie-Ball-Comfort-Slide-Medium-1ks
P378333;4289 Ernie Ball Comfort Slide - Large - 1ks;531,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Slide/4289-Ernie-Ball-Comfort-Slide-Large-1ks
P378334;5337 Ernie Ball Cinnamon Needlepoint Jacquard Strap - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5337-Ernie-Ball-Cinnamon-Needlepoint-Jacquard-Strap-kytarovy-pas-1ks
P378335;5338 Ernie Ball Candy Sun Jacquard Strap - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5338-Ernie-Ball-Candy-Sun-Jacquard-Strap-kytarovy-pas-1ks
P378336;5339 Ernie Ball Primal Red Jacquard Strap - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5339-Ernie-Ball-Primal-Red-Jacquard-Strap-kytarovy-pas-1ks
P378337;5340 Ernie Ball Evening Bloom Jacquard Strap - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5340-Ernie-Ball-Evening-Bloom-Jacquard-Strap-kytarovy-pas-1ks
P378338;5341 Ernie Ball Black Checkers Jacquard Strap - kytarový pás - 1ks;712,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Remeny-a-pasy/5341-Ernie-Ball-Black-Checkers-Jacquard-Strap-kytarovy-pas-1ks
P378355;6411 Ernie Ball Instrument and Headphone Cable - multifunkční kabel - 1ks;2052,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kabely/6411-Ernie-Ball-Instrument-and-Headphone-Cable-multifunkcni-kabel-1ks
P378359;JOYO DC-15S - kytarové modelingové kombo - 1ks;4290,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-zesilovace/JOYO-DC-15S-kytarove-modelingove-kombo-1ks
P378360;D'Addario EJ45FF Pro-Arte Carbon Normal Tension - nylonové struny na klasickou kytaru - 1ks;490,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-struny/Klasicke/D-Addario-EJ45FF-Pro-Arte-Carbon-Normal-Tension-nylonove-struny-na-klasickou-kytaru-1ks
P378362;Hercules GSP39WBLT Plus Auto Grab - uzamykatelný držák na zedˇ - 1ks;430,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Stojany-a-drzaky/Hercules-GSP39WBLT-Plus-Auto-Grab-uzamykatelny-drzak-na-zed-1ks
P378364;Sterling by MusicMan AX3QM-SPR - Spectrum Red - elektrická kytara - 1ks;15980,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-by-MusicMan-AX3QM-SPR-Spectrum-Red-elektricka-kytara-1ks
P378365;Sterling by MusicMan AX3QM-SPB - Spectrum Blue - elektrická kytara - 1ks;15980,0Kč;1;https://www.rockster.cz/Kytary/Elektricke-kytary/Sterling-by-MusicMan-AX3QM-SPB-Spectrum-Blue-elektricka-kytara-1ks
P378366;Sterling By MusicMan SUB Bass Gig Bag - měkký obal na baskytaru - 1ks;790,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Kufry-a-pouzdra/Sterling-By-MusicMan-SUB-Bass-Gig-Bag-mekky-obal-na-baskytaru-1ks
P378367;Sterling by MusicMan SUB StingRay 5 HH RAY5HH Ruby Red Burst Satin - basová kytara - 1ks;16115,0Kč;1;https://www.rockster.cz/Baskytary/Basove-kytary/Sterling-by-MusicMan-SUB-StingRay-5-HH-RAY5HH-Ruby-Red-Burst-Satin-basova-kytara-1ks
P378369;MusicNomad USA MN273 - Acousti-Lok Strap Solution for 3 Screw Output Jacks - 1ks;752,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zamky-na-remeny/MusicNomad-USA-MN273-Acousti-Lok-Strap-Solution-for-3-Screw-Output-Jacks-1ks
P378370;MusicNomad USA MN274 Acousti-Lok 2 'n 1 Conversion Button - 1ks;237,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Zamky-na-remeny/MusicNomad-USA-MN274-Acousti-Lok-2-n-1-Conversion-Button-1ks
P378371;MusicNomad MN650 Diamond Coated Nut File - .010” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN650-Diamond-Coated-Nut-File-010-pilnik-s-diamantovou-vrstvou-1ks
P378372;MusicNomad MN651 Diamond Coated Nut File - .013” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN651-Diamond-Coated-Nut-File-013-pilnik-s-diamantovou-vrstvou-1ks
P378373;MusicNomad MN653 Diamond Coated Nut File - .020” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN653-Diamond-Coated-Nut-File-020-pilnik-s-diamantovou-vrstvou-1ks
P378374;MusicNomad MN654 Diamond Coated Nut File - .024” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN654-Diamond-Coated-Nut-File-024-pilnik-s-diamantovou-vrstvou-1ks
P378375;MusicNomad MN655 Diamond Coated Nut File - .028” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN655-Diamond-Coated-Nut-File-028-pilnik-s-diamantovou-vrstvou-1ks
P378376;MusicNomad MN657 Diamond Coated Nut File - .036” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN657-Diamond-Coated-Nut-File-036-pilnik-s-diamantovou-vrstvou-1ks
P378377;MusicNomad MN658 Diamond Coated Nut File - .042” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN658-Diamond-Coated-Nut-File-042-pilnik-s-diamantovou-vrstvou-1ks
P378378;MusicNomad MN659 Diamond Coated Nut File - .046” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN659-Diamond-Coated-Nut-File-046-pilnik-s-diamantovou-vrstvou-1ks
P378379;MusicNomad MN660 Diamond Coated Nut File - .050” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN660-Diamond-Coated-Nut-File-050-pilnik-s-diamantovou-vrstvou-1ks
P378380;MusicNomad MN661 Diamond Coated Nut File - .056” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN661-Diamond-Coated-Nut-File-056-pilnik-s-diamantovou-vrstvou-1ks
P378381;MusicNomad MN662 Diamond Coated Nut File - .065” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN662-Diamond-Coated-Nut-File-065-pilnik-s-diamantovou-vrstvou-1ks
P378382;MusicNomad MN663 Diamond Coated Nut File - .085” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN663-Diamond-Coated-Nut-File-085-pilnik-s-diamantovou-vrstvou-1ks
P378383;MusicNomad MN664 Diamond Coated Nut File - .105” - pilník s diamantovou vrstvou - 1ks;545,0Kč;1;https://www.rockster.cz/Kytary/Kytarove-prislusenstvi/Navijece-a-naradi/MusicNomad-MN664-Diamond-Coated-Nut-File-105-pilnik-s-diamantovou-vrstvou-1ks
