SKU;Nazov;Pocet_ks;Dealer
LW316RA;Ludwig 16" Clear Ambassador;1;36.84
LW318RA;Ludwig 18" Clear Ambassador;1;43.91
LW3212;Wm Head Med White;1;0.0
LW3312;Ldwg Wm Head Med Coat 12";1;34.0
LW3313;Ldwg Wm Head Med Coat 13";1;34.71
LW3318;Wm Head Med Coated;1;0.0
LW4108;Wm Head Hvy Clear;1;0.0
LW4112;Wm Head Hvy Clear;1;0.0
LW4113;Wm Head Hvy Clear;1;0.0
LW4122;Bass Drum, 22" Weather Master;1;0.0
LW4124;Wm Head Hvy Clear;1;0.0
LW4212;Wm Head Hvy White;1;0.0
LW4214;Wm Head Hvy White;1;0.0
LW4216;Wm Head Hvy White;1;0.0
LW4310;Wm Head Hvy Coated;1;0.0
LW4315;Wm Head Hvy Coated;1;0.0
LW4318;Wm Head Hvy Coated;1;0.0
LW4326;Wm Head Hvy Coated;1;0.0
LW4413;Wm Head Hvy Ctd Sd;1;0.0
LW5114;Wm Head Power Collar;1;0.0
LW6108R;Ludwig 8" Clr Ambas Slvr Dot;1;20.55
LW6110R;Ludwig 10" Clr Ambas Slvr Dot;1;21.24
LW6112R;Ludwig 12" Clr Ambas Slvr Dot;1;22.67
LW6113;Wm Head Hvy Clear Sd;1;0.0
LW6113R;Ludwig 13" Clr Ambas Slvr Dot;1;24.08
LW6114R;Ludwig 14" Clr Ambas Slvr Dot;1;28.34
LW6115;Wm Head Hvy Clear Sd;1;0.0
LW6116R;Ludwig 16" Clr Ambas Slvr Dot;1;34.71
LW6118R;Ludwig 18" Clr Ambas Slvr Dot;1;38.96
LW6120R;Ludwig 20" Ps 3 Clr Slvr Dot;1;68.7
LW6122;Ludwig 20";1;0.0
LW6122R;Ludwig 22" Ps 3 Clr Slvr Dot;1;72.95
LW6124;Wm Head Hvy Clear Sd;1;0.0
LW6124R;Ludwig 24" Ps 3 Clr Slvr Dot;1;78.63
LW6126R;Ludwig 26" Ps 3 Clr Slvr Dot;1;83.59
LW6414;Wm Head Hi-torq Sd;1;0.0
LW6618;Wm Head Ebony Ported;1;0.0
LW6818B;Wm Head Ebony      08/15;1;0.0
LW6820;Wm Head Ebony;1;0.0
LW7218B;18" Head Hvy Wht Muffle Collar;1;0.0
LW7318B;18" Head Coated Muffle Collar;1;0.0
LW7320;20" Head Coated Muffle Collar;1;17.72
LXC2BLK;Ludwig Cymbal Bag 24";1;173.54
LX10BO;Ldwg Atls Clsc Tm Bag 8x10;1;1.19
LX12BLK;Ludwig Tom Bag 8x12;1;142.37
LX14BLK;Ludwig Tom Bag 14x14;1;173.54
LX1420BLK;Ludwig Bass Drum Bag 14x20;1;194.08
LX16BLK;Ludwig Tom Bag 16x16;1;183.45
LX16BO;Ldwg Atls Clsc Flr Tm Bg 16x16;1;0.0
LX1622BLK;Ludwig Bass Drum Bag 16x22;1;204.0
LX1624BLK;Ludwig Bass Drum Bag 16x24;1;213.92
LX18BLK;Ludwig Tom Bag 16x18;1;194.08
LX1824AP;Ldwg Atls Pro Bdr Bag 18x24;1;0.0
LX24BO;Ldwg Atlas Clsc Bdr Bag 16x24;1;0.0
LX31OLV;Ludwig Stick Bag-olive;1;32.58
LX614BLK;Ludwig Snare Bag;1;102.0
L084R;Rim, 8-4;1;35.55
L106RDIR;Rim, 10-6;1;50.29
L1107;15" Wire Snare-12 Strand;1;0.0
L111;Torque Wrench;1;21.96
L1110;14" Wire Snare-12 Strand;1;77.12
L112;Spin Key;1;10.16
L1232;14" 20 Strand Wire Snare;1;41.08
L126R;Rim, 12-6;1;40.73
L1280;Reversable Pedal Beater;1;40.38
L1286;Pedal Beater-hard Felt;1;39.67
L1304BA;Bass Drum Anchor;1;65.55
L136RDIR;Rim, 13-6;1;45.33
L1370;Hoop Mount Cymbal Holder;1;73.47
L1372;Shell Mt Cymbal Holder;1;83.59
L1408BC;14-8 Cast Btr Hoop, Chrome Pl;1;87.84
L1408SCDIR;14-8 Cast Snr Hoop Chrome Plt;1;56.01
L1410BBDIR;14-10 Cast Btr Hoop, Brass Plt;1;74.38
L1410SBDIR;14-10 Cast Snr Hoop, Brass Plt;1;74.38
L1410SCDIR;14-10 Cast Snr Hoop Chrome Plt;1;63.74
L144;Ldwg Timp Lt Cvr Fldrp Vnl 20";1;102.71
L148R;Rim, 14-8;1;56.01
L148RM;Rim, 14-8 W/p1762b Modular Mt;1;0.0
L168RDIR;Rim, 16-8;1;63.04
L168RM;Rim, 16-8 W/p1762b Modular Mt;1;0.0
L1804;Bass Drum Felt Strip;1;9.21
L190;Ldwg Brush Red Ribd W/ Loop;1;42.49
L191;Ldwg Brush Red Grve W/ Loop;1;42.49
L1929;Snares - 14" - 12 Strand;1;24.08
L1930;Snares - 14" W/ Tape & Cord;1;24.79
L194;Ldwg Brush Red Grve W/ Ball;1;0.0
L1963;Snare, Vintage 18 Strand - 14";1;29.05
L203DIR;Speed King Pedal;1;173.54
L204SFDIR;Speed Flyer Pedal;1;173.54
L205SFDIR;Speed Flyer Double Pedal;1;460.42
L206;Ldwg Brush Clr Plstc W/ Loop;1;74.19
L2320;Ldwg Acrlt Bd Mlt Dbl Bl Alum;1;101.3
L236MBS;Accent Cs Combo Boom Stand;1;0.0
L247THDIR;Accent Combo Throne;1;46.05
L2508DIR;Hi-hat Clutch For Mod/clas Std;1;14.39
L2509DIR;Quick Release Hi-hat Clutch;1;38.96
L304;Payson Timp Mallet Soft;1;46.75
L305;Payson Timp Mallet Med Soft;1;46.75
L306;Payson Timp Mallet Med;1;46.75
L307;Payson Timp Mallet Hard;1;46.75
L309;Pysn Bd Mlt Wht Rolr Sft X2;1;69.42
L310;Pysn Bd Mlt General Purpose;1;49.58
L319;Ldwg Bd Mlt Dbl Ball Wd Shft;1;102.71
L335;Thongs Only;1;13.45
L341;Mallets, Bell Kit;1;12.75
L347THDIR;Accent Custom Throne;1;76.5
L348THDIR;Accnt Pro Lvl Throne-round Std;1;99.87
L349THDIR;Accnt Pro Lvl Throne-saddl Std;1;116.88
L355STHDIR;Cs Custom Single Tom Holder;1;46.05
L382;13" Rubber Practice Pad;1;20.55
L4HPACKDIR;Cs400 Complete Hardware;1;307.42
L422SSDIR;400 Series Snare Stand-direct;1;60.91
L426CSDIR;400 Series Cymbal Stand-direct;1;60.91
L436MBSDIR;400 Series Boom Cym Std-direct;1;76.5
L6103LXU1;20" Cd Downbeat - U1;1;2116.87
L7342AXSKWC;22" Cl Oak Fab Smoke;1;2903.46
L7342AX54WC;22" Cl Oak Fab;1;2792.0
L74226AXBHWC;Cl Pak Eurobeat 1 Night Oak;1;2873.18
L7462AXK2WC;22" Cl Oak Studio Brwn Brst;1;3477.2
L84023AXA2;20" Cm Downbeat Lemon Oyster;1;2868.03
L84023AXA3;20" Cm Downbeat Citrus Mod;1;2868.03
L84023AX0Q;20" Cm Downbeat Blk Oystr;1;2868.03
L84023AX0S;20" Cm Downbeat 0s;1;2868.03
L84023AX2Q;20" Cm Downbeat 2q;1;2868.03
L84226AX1QWC;Cm 22-12-16 Vint Blk Oyst Eur;1;3080.54
L84233AXAOWC;22" Cm Fab Aged Onyx Marine;1;2974.29
L84233AXH1WC;22" Cm Fab Hybd Blk Sprkl;1;2974.29
L84233AX0SWC;22" Cm Fab 0s;1;2974.29
L84233AX1QWC;22" Cm Fab 1q;1;2974.29
L84233AX27WC;22" Cm Fab 27;1;2974.29
L84233AX51WC;22" Cm Fab 51;1;2974.29
L84233AX52WC;22" Cm Fab 52;1;2974.29
L84233AX6AWC;22" Cm Fab Moss Grn;1;2974.29
L84433AXH2WC;24" Cm Pro Beat Hybd Cppr Sprk;1;3023.88
L84433AX0LWC;24" Cm Pro Beat Cherry;1;3661.38
L84433AX0PWC;24" Cm Pro Beat 0p;1;3023.88
L84433AX0QWC;24" Cm Pro Beat Blk Oystr;1;3023.88
L84433AX0SWC;24" Cm Pro Beat 0s;1;3023.88
L84433AX6AWC;24" Cm Pro Beat Moss Grn;1;3023.88
L84434AX1QWC;24" Cm Pro Beat Plus;1;3980.13
L86204AX0Q;22" Cm Studio Blk Oystr;1;3611.78
L86204AX6A;22" Cm Studio Moss Grn;1;3611.78
L86226AX33WC;Cm 22-12-16 Gold Sparkle Eur;1;3328.46
L86226AX52WC;Cm 22-12-16 Sky Blue Prl Eur;1;3328.46
L903XXCA;8x14 Cast Alu Slotted Coliseum;1;2308.45
L903XX0N;8x14 Cm Slotted Coliseum;1;1040.54
L94233LX38WC;Vistalite 3 Pc Fab Kit Clear;1;2974.29
L94233LX47WC;Vistalite 3 Pc Fab Kit Amber;1;2974.29
L94433LXK1WC;Vl50 Pbeat Redspkl/smoke/redsp;1;3130.53
L94433LX38WC;24" Vl Pro Beat, Clear;1;3045.13
MPLBDCUSTOM;Classic Maple Bass Drum;1;1184.49
MPLFTCUSTOM;Mplftcustom;1;0.0
MPLSDCUSTOM;Mplsdcustom;1;0.0
MPLTTCUSTOM;Mplttcustom;1;0.0
MSPX535DIR;Studio 3.5 Oct Padauk Xylo;1;2450.13
MUCARTM;Musser Ult Cart-med-vibe/xylo;1;1952.17
MUS102;Mus Mlt 2 Stp Rbr Ball Med Grn;1;36.73
MUS106;Mus Mlt 2 Stp Yrn Med Sft Tan;1;39.62
MUS107;Mus Mlt 2 Stp Yrn Med Grn;1;39.62
MUS108;Mus Mlt 2 Stp Yrn Med Hrd Gry;1;39.62
MUS111;Mus Mlt Brch Rbr Ball Sft Tan;1;4569.26
MUS112;Mus Mlt Brch Rbr Ball Med Grn;1;15.23
MUS116;Mus Mlt Brch Yrn Sft Tan;1;26912.02
MUS117;Mus Mlt Brch Yrn Med Grn;1;7192.85
MUS118;Mus Mlt Brch Yrn Hrd Gry;1;7192.85
MUS123;Mus Mlt 2 Step Lexan Hrd;1;38.17
MUS132;Mus Mlt Birch Poly Ball Hrd;1;2538.1
MUS133;Mus Mlt Birch Lexan Hrd;1;4569.26
MU2KX35;3.5?oct Ult2 Kelon Xylophone;1;0.0
M1;Mallets 2-step Handle Soft Rbr;1;34.0
M138;Ldwg M48 Case Set Of 3;1;2509.62
M14;Mallets 2-step Hndl Brass Xhrd;1;31.17
M167;Ldwg M75 Lt Cvr Fldrp Vynl;1;110.5
M2040W0;Lightweight Bell Lyra - A440;1;1437.21
M2042;M2040 Deluxe Cover;1;68.7
M226;Musser Xylo Mallet Med Hard;1;52.42
M227;Musser Xylo Mallet Hard;1;50.92
M228;Good Vibes Mallets, Soft;1;60.21
M229;Good Vibes Mallets, Med-hard;1;60.21
M23;Mallets 2-step Hndl Lexan Hard;1;41.08
M233;Good Vibes Mallets, Pink;1;60.21
M237;Good Vibes Mallets, Hard;1;60.21
M240;4.3 Octave Padauk Marimba;1;9604.29
M336;Mus Rawhide Chime Mlt #2;1;34.71
M4;Mallets 2-step Handle Hard Rbr;1;34.0
M401;Mallets Birch Handle Soft Rbr;1;26.92
M402;Mallets Birch Handle Med Rbr;1;26.92
M404;Mallets Birch Handle Hard Rbr;1;26.92
M405;Mallets Birch Phenolic Hard;1;31.17
M406;Mallets Birch Handle Hard Yarn;1;33.29
M407;Mallets Birch Handle Med Yarn;1;33.29
M408;Mallets Birch Handle Soft Yarn;1;33.29
M41;Musser Xylo Kit;1;1869.29
M423;Mallets Birch Handle Lexan Hrd;1;32.58
M425;Mallets Birch Handle Med Poly;1;27.62
M44WT;Combo Vibe 442 Tun W/trnfmr;1;5729.71
M47;3 1/2 Octave Xylo Kit;1;2372.22
M5;Mallets 2-step Phenolic Hard;1;38.96
M55BWT;Pro Vibe Blk 442 Tun W/trnfmr;1;8045.96
M55FWT;Pro Vibe 250v Export Less Bars;1;5891.12
M55GWT;Pro Vibe Gld 442 Tun 250v Expo;1;8499.29
M55WT;Pro Vibe 442 Tun 250v Export;1;8045.96
M55W3T;Pro Vibe 443 Tun 250v Export;1;8244.3
M6;Mallets 2-step Handle Hard Yrn;1;41.79
M645;Orchestra Bells W/o Damper;1;1904.71
M656;Concert Band Bells-alum;1;1437.21
M665BEX;Symp Chimes Br-export Pack;1;8258.46
M7;Mallets 2-step Handle Med Yrn;1;41.79
M8;Mallets 2-step Handle Soft Yrn;1;41.79
PCA006;Breakbeats Drum Lift - 2020;1;55.75
PCA020B;179 Bass Drum Batter Hd;1;14.4
PC1004;Bass Drum Lug Chrome;1;4.24
PC1020;Spur-floor Tom Bracket - Combo;1;12.75
PC1040;Key Rod 2", Cs Toms;1;0.72
PC1041;Lug, Toms Complete;1;3.55
PC19011;20" Accent Bd Hoop Black;1;29.05
PC22SS;Accent Snare Stand;1;53.12
PC2270;Pocket Kit Bass Drum Pedal;1;48.17
PC2271;Pocket Kit Hi Hat Stand;1;64.46
PC2272;Pocket Kit Throne;1;57.37
PC2273;Pocket Kit Snare Stand;1;36.12
PC2274;Pocket Kit Tom Arm;1;39.67
PC2275;Pocket Kit Boom Cymbal Arm;1;48.17
PC2276Q2;Pocket Kit Spurs (set Of 2);1;100.58
PC2277;Pocket Kit Spur Bracket;1;12.75
PC2278Q3;Pocket Kit Floor Tom Legs (3);1;8.5
PC2279;Pocket Kit Fl Tom Leg Bracket;1;12.75
PC2282;Pocket Kit 12" Hi Hat Cym Pair;1;59.5
PC2283;Pocket Kit 14" Crash/ride Cym;1;40.38
PC2307L;Evolution Bs Dr Spur Comp Left;1;46.82
PC2307R;Evolution Bs Dr Spur Comp Rt;1;46.82
PC2309;Evolution Tom & Fl Brkt 10.5m;1;24.48
PC2325Q4;Evolution Claw Hooks (4);1;45.33
PC2416;Accent Bd Key Rod;1;1.41
PC2417;Accent Claw Hook;1;5.66
PC2418;Accent Snare Stainer;1;20.55
PC2421;12" 6-ear Accent Hoop;1;18.41
PC27922;Pc27922;1;11.34
PC30933;Atlas Std Wing Nut;1;7.07
PC30934;Atlas Std Sn Rubber Crutch Tip;1;4.24
PC3145;Atlas Std Pedal Spring Assy;1;21.24
PC3157;Atlas Std Pedal Tension Spring;1;3.55
PC40062;Bass Drum Spurs 9.5 X 345 Mm;1;20.55
PKR63S;Key Rod 6.312" Steel Washer;1;3.19
PM0010;Keystone Tom Lug;1;3.61
PM0011BZ;Keystone Bass Lug Bronze;1;4.24
PM0048;Clamp On Tom Holder W/12mm Arm;1;78.63
PS1228;Pin, Bearing, Cam, Cap Set;1;0.0
PS6BR;Piccolo Strainer-lw0414cp;1;41.79
PS9XB;Strainer All Black Magic;1;25.5
PS9XC;Strainer Chrome;1;17.71
PTUD150C;Tube Lug 6-8 In. Drum;1;9.21
PT035BR;Tension Rod 35mm - Lw0414cp;1;0.72
PT042B;Tension Rod 42mm-carbon Washer;1;0.72
PT042W;Tension Rod 4-5 In.drum;1;1.41
PT047B;Tension Rod 6.5 In.drm Blk Mgk;1;0.72
PT047W;Tension Rod 5.5-6.5 In.drum;1;0.72
PT1008GP;Letter Screw Assembly " G ";1;9.92
PT1031A;New Brake Arm Assembly;1;100.58
P0108;Wing Nut 10-24 Bright Zinc;1;1.41
P0253;Rhms 6-32 X 1/4" Sl Zp Binder;1;1.7
P0415B;Ludwig Bass Drum Decal Blk 10";1;6.38
P0633;Timpani Strut Spacer;1;2.13
P10121;Clamp Strainer-plated;1;2.83
P1014;Plastic Strap .7" X 8";1;1.41
P1141C;Handle Coupl/link;1;23.69
P11631;Tension Adjustment Wheel Only;1;4.96
P1172A;Short Cam Arm Assy;1;12.04
P1305;Comp Spring;1;4.24
P1406A;Tension Knob Assembly;1;48.17
P1410A;Spring Case Assembly;1;227.38
P1412;Comp Spring   5-1/16" Long;1;9.21
P14201;Bearing Flange Zp;1;4.96
P1442;Letters Rh Gage(29-32")abcdefg;1;25.39
P1445;3" Caster W/brake Zp;1;14.17
P1447;Caster 3" Chime;1;25.5
P1534;Plastic T Handle Knob;1;6.38
P1549;Tens Screw 5/16-18 X 3-39/64";1;9.21
P1566;Tens Screw 5/16-18 X 4-59/64";1;8.5
P1579A;Tuning Handle Assembly;1;46.55
P1581A;Tension Handle Assembly;1;34.57
P15911;Stud Lock Zp;1;7.79
P16121;Tube Retainer Shoe - Plated;1;7.79
P16191;Ball End Set Screw-plt & Anodz;1;2.83
P1632;Eye Bolt;1;4.96
P1635A;U Clamp For Cowbell Hold;1;0.0
P16581;Spacer, Leg Mount;1;2.83
P1728;Quick Set Clamp (for 1216);1;5.66
P1762B;Misc;1;0.0
P1765B;Bass Drum Mod Casting As;1;53.84
P18HNSTW/W08932;18" Bass Drum Hoop;1;215.3
P1995;Threaded Tip;1;2.13
P20009;Bushing;1;1.41
P20991;Grommet, .500 Long;1;2.13
P21222R;14" Batter Hoop, 8-ear, 2.3mm;1;26.21
P2200R;Retainer, Springless Swvl Nut;1;0.72
P2210R;Short Swivel-hx Hd(mn Cl/picc);1;2.13
P2232;Comp Spring;1;2.13
P22491;Sems 8-32x1/2 W/lock&flat Wshr;1;0.72
P236;#6-32 X 5/16 Fil Hd, Phillips;1;0.72
P2371;Machine Screw 8-32x5/16 Rd Hd;1;0.72
P24291;Lock Nut;1;4.24
P261;Set Screw  6-32 X 3/16;1;0.72
P2950A;Male T-handle, 5/16-18 X 3/4;1;4.24
P2952;Female T-handle, 5/16-18;1;4.24
P3015;Clawhook Spacer, .5 D X .312 L;1;0.72
P3054A;t Handle & Rod Assembly;1;9.92
P3261LA;Brake Arm Assy Left Hand;1;36.12
P3261RA;Brake Arm Assy Right Hand;1;36.12
P3268;Connecting Link;1;15.58
P32691;Rh Mounting Adj Bar Finished;1;17.71
P3274A;Adjustment Screw Assy;1;32.58
P32861;Connecting Rod-short 3-1/2" Pl;1;6.38
P32871;Connecting Rod Long 14-1/4" Pl;1;11.34
P34;Snare Butt;1;8.64
P379;Head For L379 Practice Pad;1;18.41
P3999;Crutch Tip;1;3.19
P4042;Ludwig Script Logo, 6 1/2" Lng;1;6.38
P4047;Nylon Washer, .656, .433, .085;1;0.72
P4062B;2x5.5 Black Ludwig Decal;1;4.24
P4062W;2x5.5 White Ludwig Decal;1;4.24
P4064;Ludwig Logo W/ind Ltrs-black;1;7.07
P47;Strainer Base Butt-p70;1;79.55
P603;Crutch Tip-p1785a Flr Tom Leg;1;2.13
P62615;Gasket, P2230r Lug;1;0.72
P6267;Gasket, P 2246 Lug;1;0.72
P669;Rubber Crutch Tip;1;7.07
P7178;Elite Tom Leg;1;12.04
P7184A;Elite Tom Hldr Bass Csting Asy;1;45.33
P7187;Grommets For Vibra-bands-4 Pk;1;4.96
P7202APP;Keystone Tom Brkt W/v-b Plate;1;35.41
P86C;Ludwig Strainer;1;83.59
P87;Classic Strainer;1;24.97
1926R;Repl Concert 6.5x14 Snr Wires;1;60.09
