SKU;Nazov;Pocet_ks;Cena_net;Mena;Ukonceny
HPC1925FGN;Proel power group cable, 19x2.5mm flame retardant (custom size);0;18.27;EUR;0
HPC201BK;Proel microphone cable, 2 x 0.14 mm², black, PVC Ø 6.00 mm (100m roll);0;0.81;EUR;0
HPC210BK;Proel microphone cable, 2 x 0.22 mm², black, PVC Ø 6.50 mm (100m bundle);365;0.85;EUR;0
HPC210BL;Proel microphone cable, 2 x 0.22 mm², blue, PVC Ø 6.50 mm (100m bundle);1187;0.85;EUR;0
HPC210BZ;Proel microphone cable, bronze, PVC Ø 6.50 mm (2 x 0.22 mm²);69;0.85;EUR;0
HPC210FR;Proel microphone cable, light green, PVC Ø 5.60 mm (100m bundle);0;1.83;EUR;0
HPC210GN;Proel microphone cable, 2 x 0.22 mm2, green, PVC Ø 6.50 mm (100m bundle);0;0.85;EUR;0
HPC210HF;Proel microphone cable, 2 x 0.25 mm2 braided shielding, black, PVC Ø 6.30 mm (100m bundle);0;1.38;EUR;0
HPC210PU;Proel microphone cable, 2 x 0.22 mm2, purple, PVC Ø 6.50 mm;65;0.85;EUR;0
HPC210RD;Proel microphone cable, 2 x 0.22 mm², red, PVC Ø 6.50 mm (100m bundle);2368;0.85;EUR;0
HPC210WH;Proel microphone cable, 2 x 0.22 mm², white, PVC Ø 6.50 mm (100m bundle);0;0.85;EUR;0
HPC210YE;Proel microphone cable, 2 x 0.22 mm2, yellow, PVC Ø 6.50 mm (100m bundle);0;0.85;EUR;0
HPC220;Proel microphone cable, 2x0.22 mm2, black, PE Ø 7.00 mm, O.F.C. (100m roll);88;0.98;EUR;0
HPC250;Proel microphone cable, (2 x 0.22 mm2), high quality, black, PVC Ø 6.50 mm (100m spool);0;1.18;EUR;0
HPC280;Proel microphone cable, 2 x 0.34 mm², black, PVC Ø 6.50 mm (100m roll);0;1.7;EUR;0
HPC290BK;Proel microphone cable, high quality, black, PVC Ø 7 mm (100m bundle);0;1.77;EUR;0
HPC300;Proel instrument cable, black (100m bundle), C: 2x0.14 mm², d:3 mm;0;0.68;EUR;0
HPC3015FG;Proel power cable 3x1.5mm, flame retardant, PVC, black;0;2.48;EUR;0
HPC3025FG;Proel power cable 3x2.5mm flame retardant, PVC, black;0;3.79;EUR;0
HPC305;Proel instrument cable, black (100m bundle), C: 2x0.21 mm2, d:5 mm;0;1.24;EUR;0
HPC501;Proel cable, 2x0.34mm signal and 3x1.5mm power cable;0;3.67;EUR;0
HPC502;Proel hybrid cable, 2x0.34mm signal and 3x2.5mm power cable;0;4.98;EUR;0
HPC610BK;Proel speaker cable, black, 2x1.5 mm;100;1.19;EUR;0
HPC610FT;Proel speaker cable, 2x1.5mm 6.8mm diameter flame-retardant black (100m roll);145;1.24;EUR;0
HPC610HF;Proel speaker cable, 2x1.5mm 6.8mm diameter halogen-free flame-retardant blue;0;1.38;EUR;0
HPC620BK;Proel speaker cable, black HPC620B 2x2.5 mm,(100m bundle),;287;1.82;EUR;0
HPC620FT;Proel speaker cable, 2x2.5mm, 7.6mm diameter, flame retardant, black;0;1.83;EUR;0
HPC620HF;Proel speaker cable, 2x2.5mm, 7.6mm diameter, halogen-free, flame-retardant, blue;0;2.03;EUR;0
HPC624BK;Proel speaker cable, 2x4mm, 11mm diameter, black;0;3.35;EUR;0
HPC624FT;Proel speaker cable, 2x4mm, 9.2mm diameter, flame retardant, black;0;2.95;EUR;0
HPC624HF;Proel speaker cable, 2x4mm, 9.2mm diameter halogen-free flame-retardant, blue;0;3.14;EUR;0
HPC640BK;Proel speaker cable, black HPC640B 4x2.5 mm, (100m roll);180;3.65;EUR;0
HPC644;Proel speaker cable, 4x4mm, 13.2mm diameter, black;0;7.27;EUR;0
HPC660BK;Proel speaker cable, 6x2.5mm, 12.9mm diameter, black;0;6.68;EUR;0
HPC685BK;Proel speaker cable, 8x2.5mm, 13.6mm diameter, black;0;9.04;EUR;0
HPC700;Proel speaker cable, 2x1.5mm, transparent flat sheath, red;0;1.48;EUR;0
HPC710;Proel speaker cable, 2x4mm, transparent flat sheath, red;0;2.71;EUR;0
HPC752RN;Proel speaker cable, 2x0.75mm, red-black flat sheath;0;0.52;EUR;0
HPC754RN;Proel speaker cable, 2x1mm, red-black flat sheath;0;0.69;EUR;0
HPC756RN;Proel speaker cable, 2x1.5mm, red-black flat jacket;0;1.01;EUR;0
HPC80;Proel microphone cable, professional, installation, alu shielding, 4mm diameter, black;0;0.63;EUR;0
HPC805;Proel video cable, coax red RG59 75 Ohm;94;1.4;EUR;0
HPC820;Proel video cable, coax, 75 Ohm, double shielding, 4.5mm diameter;0;1.11;EUR;0
HPC858;Proel Video cable, coax, single shield, RG58, 6.5mm diameter;0;1.03;EUR;0
HPC90;Proel AES/EBU cable 2x0.22mm, 3mm diameter, black;0;0.75;EUR;0
HPX2400;"Proel amplifier 2x1200W/2 Ohm, class H, S/N &gt;90dB";0;375.25;EUR;0
HPX2800;"Proel amplifier, 2x1400W/2 Ohm, class H, S/N &gt;90dB";0;412.65;EUR;0
HPX4600;"Proel amplifier 2x2300W/2 Ohm, class H, S/N &gt;80dB";0;713.81;EUR;0
HPX8000;"Proel power amplifier 2x4000W/2 Ohm, class AB, S/N &gt;85dB";0;1007.39;EUR;0
HPX900;"Proel amplifier 2x450W/2 Ohm, AB class, S/N &gt;85dB";0;247.59;EUR;0
HUV2RKDPE1-0500;Klotz hybrid cable, CAT5e and 12G SDI video etherCON + 2 x UHD BNCPro - 5m;0;188.97;EUR;0
HUV2RKDPE1-1000;Klotz hybrid cable, CAT5e and 12G SDI video etherCON + 2 x UHD BNCPro - 10m;0;263.16;EUR;0
HUV2RKDPE1-1500;Klotz cable, CAT5e and 12G SDI video hybrid etherCON + 2 x UHD BNCPro - 15m;0;337.35;EUR;0
HUV2RKDPE1-2000;Klotz hybrid cable, CAT5e and 12G SDI video etherCON + 2 x UHD BNCPro - 20m;0;411.54;EUR;0
HUV2RKDPE1-2500;Klotz CAT5e and 12G SDI video hybrid cable, etherCON + 2 x UHD BNCPro - 25m;0;485.71;EUR;0
HUV2RKDPE1-3000;Klotz cable, CAT5e and 12G SDI video hybrid etherCON + 2 x UHD BNCPro - 30m;0;559.9;EUR;0
HUV2RKDPE1-5000;Klotz cable, CAT5e and 12G SDI video hybrid cable etherCON + 2 x UHD BNCPro - 50m;0;856.64;EUR;0
HUV2RKDPE1-7500;Klotz cable, CAT5e and 12G SDI video hybrid etherCON + 2 x UHD BNCPro - 75m;0;1227.55;EUR;0
HUV2RKDPE1-9500;Klotz hybrid cable, CAT5e and 12G SDI video etherCON + 2 x UHD BNCPro - 95m;0;1524.29;EUR;0
HUV2RKDPR0-0500;Klotz cable, CAT5e and 12G SDI video hybrid RJ45 + 2 x UHD BNCPro - 5m;0;173.35;EUR;0
HUV2RKDPR0-1000;Klotz cable, CAT5e and 12G SDI video hybrid cable RJ45 + 2 x UHD BNCPro - 10m;0;247.54;EUR;0
HUV2RKDPR0-2500;Klotz hybrid CAT5e and 12G SDI video cable, RJ45 + 2 x UHD BNCPro - 25m;0;470.09;EUR;0
HUV2RKDPR0-3000;Klotz cable, CAT5e and 12G SDI video hybrid cable RJ45 + 2 x UHD BNCPro - 30m;0;544.28;EUR;0
HUV2RKDPR0-5000;Klotz hybrid cable, CAT5e and 12G SDI video cable RJ45 + 2 x UHD BNCPro - 50m;0;841.02;EUR;0
HUV2RKDPR0-7500;Klotz hybrid cable, CAT5e and 12G SDI video RJ45 + 2 x UHD BNCPro - 75m;0;1211.94;EUR;0
HUV2RKDPR0-9500;Klotz hybrid cable, CAT5e and 12G SDI video RJ45 + 2 x UHD BNCPro - 95m;0;1508.68;EUR;0
HV2P15P;Klotz hybrid cable, mobile - VP 2 x HD-SDI video + power supply 1.5 mm²;0;15.18;EUR;0
HV2RC5SB1;Klotz cable, hybrid 2 x HD-SDI video + RamCAT5-solid;0;16.18;EUR;0
HYGT-TS-L;Rotosound t-shirt, central logo and large Rotosound print, 100% cotton, size L;20;9.18;EUR;0
HYGT-TS-M;Rotosound T-shirt, central text and large rotosound logo, 100% cotton, size M;21;9.18;EUR;0
HYGT-TS-S;Rotosound t-shirt, black color with central lettering and large rotosound logo, 100% cotton, size S;8;9.18;EUR;0
HYGT-TS-XL;Rotosound t-shirt, center text and large rotosound logo, 100% cotton, size XL;6;9.18;EUR;0
HYGT-TS-XXL;Rotosound t-shirt, centered text and large Rotosound logo, 100% cotton, size XXL;0;9.18;EUR;0
IKN03PPSW;Klotz guitar cable, PRO ARTIST thin, black with chrome connectors - 3m;0;20.96;EUR;0
IKN03PR1;Klotz cable, PRO ARTIST pro guitar cable slim black with chrome connectors - 3m;0;21.89;EUR;0
IKN045PPSW;Klotz pro artist guitar cable, thin black with chrome connectors - 4.5m;0;22.72;EUR;0
IKN045PR1;Klotz instrument cable, PRO ARTIST thin black with chrome connectors - 4.5m;0;23.65;EUR;0
IKN06PPSW;Klotz guitar cable, PRO ARTIST series, thin, black, with chrome connectors - 6m;0;25.59;EUR;0
IKN06PR1;Klotz guitar cable, pro artist slim black with chrome connectors - 6m;0;25.32;EUR;0
IKN09PPSW;Klotz guitar cable, PRO ARTIST thin black with chrome connectors - 9m;0;29.22;EUR;0
IKN09PR1;Klotz PRO ARTIST pro guitar cable, slim black with chrome connectors - 9m;0;28.74;EUR;0
IL 60-CT white;"HK Audio ceiling speaker, 80W, 6.5"" + 0.75"", 8 Ohm, passive crossover, switchable 100V";2;33.23;EUR;0
IL 60-CTC white;"HK Audio ceiling speaker, 80W, 6.5"" + 0.75"", 8 Ohm, passive crossover, switchable 100V";0;44.49;EUR;0
IL 60-TB black;"HK Audio speaker, 80W, 6.5"" + 0.75"", 80W, 8 Ohm, passive crossover, switchable 100V, with U bracket";0;78.27;EUR;0
IL 60-TW white;"HK Audio speaker, 80W, 6.5"" + 0.75"", 80W, 8 Ohm, passive crossover, switchable 100V, with U-bracket";0;78.27;EUR;0
IL 80-CT white;"HK Audio ceiling speaker, 120W, 8"" + 0.75"", 8 Ohm, passive crossover, switchable 100V";6;38.86;EUR;0
IL 80-TB black;"HK Audio speaker, 120W, 8"" + 0.75"", 80W, 8 Ohms, passive crossover, switchable 100V, with U bracket";0;112.06;EUR;0
IL 80-TW white;"HK Audio speaker, 120W, 8"" + 0.75"", 80W, 8 Ohm, passive crossover, switchable 100V, with U bracket";0;112.06;EUR;0
IR206;Klotz microphone cable, M1 pro 2 x 0.22 mm² - white - PVC;0;1.5;EUR;0
IR206.030;Klotz microphone cable, 2 x 0.22 mm² - white - PVC - 30m;0;50.37;EUR;0
IR206.050;Klotz microphone cable, 2 x 0.22 mm² - white - PVC - 50m;0;80.51;EUR;0
IR206.100;Klotz microphone cable, M1 pro 2 x 0.22 mm² - white - PVC - 100m;0;147.77;EUR;0
IR206.200;Klotz microphone cable, M1 pro 2 x 0.22 mm² - white - PVC - 200m;0;300.44;EUR;0
IR206.300;Klotz microphone cable, M1 pro 2 x 0.22 mm² - white - PVC - 300m;0;442.62;EUR;0
IR206.500;Klotz microphone cable, M1 pro 2 x 0.22 mm² - white - PVC - 500m;0;695.14;EUR;0
IRFM0100;Klotz studio microphone cable, iceRock XLR 3p female/male white Neutrik - 1m;0;21.79;EUR;0
IRFM0200;Klotz studio microphone cable, iceRock XLR 3p female/male white Neutrik - 2m;0;22.9;EUR;0
IRFM0300;Klotz studio microphone cable, iceRock XLR 3p female/male white Neutrik - 3m;0;24.02;EUR;0
IRFM0500;Klotz studio microphone cable, iceRock XLR 3p female/male white Neutrik - 5m;0;26.24;EUR;0
IRFM0750;Klotz studio microphone cable, iceRock XLR 3p female/male white Neutrik - 7.5m;0;29.01;EUR;0
IRFM1000;Klotz studio microphone cable, iceRock XLR 3p female/male white Neutrik - 10m;0;31.8;EUR;0
IRFM1500;Klotz studio microphone cable, iceRock XLR 3p female/male white Neutrik - 15m;0;37.36;EUR;0
IY104SW;Klotz unbalanced professional audio patch cable, coaxial - flexible - PVC;0;0.8;EUR;0
IY104SW.030;Klotz unbalanced professional audio patch cable, coaxial - flexible - PVC - 30m;0;29.58;EUR;0
IY104SW.050;Klotz unbalanced professional audio patch cable, coaxial - flexible - PVC - 50m;0;45.83;EUR;0
IY104SW.100;Klotz unbalanced professional audio patch cable, coaxial - flexible - PVC - 100m;0;81.93;EUR;0
IY104SW.200;Klotz unbalanced professional audio patch cable, coaxial - flexible - PVC - 200m;0;158.84;EUR;0
IY104SW.300;Klotz unbalanced professional audio patch cable, coaxial - flexible - PVC - 300m;0;235.77;EUR;0
IY104SW.500;Klotz unbalanced professional audio patch cable, coaxial - flexible - PVC - 500m;0;382.49;EUR;0
IY205;Klotz unbalanced zip cord patch cable, low capacitance - PVC;86;1.08;EUR;0
IY205.030;Klotz unbalanced zip cord patch cable, low capacity - PVC - 30m;0;38.13;EUR;0
IY205.050;Klotz unbalanced zip cord patch cable, low capacitance - PVC - 50m;0;60.1;EUR;0
IY205.100;Klotz unbalanced zip cord patch cable, low capacity - PVC - 100m;1;117.69;EUR;0
IY205.200;Klotz unbalanced zip cord patch cable, low capacitance - PVC - 200m;0;223.38;EUR;0
IY205.300;Klotz unbalanced zip cord patch cable, low capacitance - PVC - 300m;0;316.55;EUR;0
J105YGR;Klotz balanced rack cable, solid conductor - PVC;0;0.61;EUR;0
J105YGR.050;Klotz balanced rack cable, solid conductor - PVC - 50m;0;35.46;EUR;0
J105YGR.100;Klotz balanced rack cable, solid conductor - PVC - 100m;0;62.35;EUR;0
J105YGR.200;Klotz balanced stand cable, solid conductor - PVC - 200m;0;119.48;EUR;0
J105YGR.300;Klotz balanced rack cable, solid conductor - PVC - 300m;0;176.61;EUR;0
JBL035;Rotosound bass guitar string set, Monel, ground wound, high C;0;7.24;EUR;0
JBL125;Rotosound bass guitar string set, Monel, ground, low B;0;9.51;EUR;0
JBL130;Rotosound bass guitar string set, Monel, ground wound, low B;0;10.83;EUR;0
JBNPP030;Klotz guitar cable, Joe Bonamassa premium quality - 3m;0;23.67;EUR;0
JBNPP045;Klotz guitar cable, Joe Bonamassa premium quality - 4.5m;0;25.26;EUR;0
JBNPP060;Klotz guitar cable, premium quality Joe Bonamassa - 6m;0;26.96;EUR;0
JBNPP090;Klotz guitar cable, Joe Bonamassa premium quality - 9m;0;30.53;EUR;0
JBNPR030;Klotz guitar cable, premium Joe Bonamassa - 3m;0;23.72;EUR;0
JBNPR045;Klotz guitar cable, top-quality Joe Bonamassa - 4.5m;0;25.49;EUR;0
JBNPR060;Klotz guitar cable, Joe Bonamassa premium quality - 6m;0;27.24;EUR;0
JBNPR090;Klotz guitar cable, Joe Bonamassa premium quality - 9m;0;30.82;EUR;0
JBNPSP030;Klotz guitar cable, Joe Bonamassa high-quality - 3m;0;33.09;EUR;0
JBNPSP045;Klotz guitar cable, premium quality, Joe Bonamassa - 4.5m;0;34.91;EUR;0
JBNPSP060;Klotz guitar cable, Joe Bonamassa premium quality - 6m;0;37.41;EUR;0
JBNPSP090;Klotz guitar cable, Joe Bonamassa premium quality - 9m;0;40.18;EUR;0
JBNRSP030;Klotz guitar cable, Joe Bonamassa premium quality - 3m;0;34;EUR;0
JBNRSP045;Klotz guitar cable, Joe Bonamassa high quality - 4.5m;0;35.81;EUR;0
JBNRSP060;Klotz guitar cable, Joe Bonamassa top quality - 6m;0;37.58;EUR;0
JBNRSP090;Klotz guitar cable, high-quality Joe Bonamassa - 9m;0;41.1;EUR;0
JK10;Rotosound acoustic guitar string set, phosphor-bronze, 10 14 20 28 40 50;0;4.48;EUR;0
JK11;Rotosound acoustic guitar string set, phosphor bronze, 11 15 22 30 42 52;0;4.48;EUR;0
JK12;Rotosound acoustic guitar string set, phosphor bronze, 12 16 24 32 44 54;0;4.48;EUR;0
JK13;Rotosound acoustic guitar string set, phosphor-bronze, 13 17 26 34 46 56;10;4.48;EUR;0
JK30EL;Rotosound acoustic guitar string set, phosphor bronze, 12string, 10-14-8-12-18-28, 10-14-24-30-40-48;19;6.94;EUR;0
JK30L;Rotosound acoustic guitar string set, phosphor bronze, 12-string, 11 14 10 12 20 26, 11 14 24 30 38;8;6.94;EUR;0
JK30SL;Rotosound acoustic guitar string set, phosphor-bronze, 12-string, 9 12 9 12 20 26, 9 12 20 26 36 46;8;6.94;EUR;0
JK9;Rotosound acoustic guitar string set, phosphor-bronze, 9 13 18 26 38 48;5;4.48;EUR;0
K&M Speaker Mounting Pole M20 1;HK Audio accessory, telescopic satellite pole, M20;0;113.84;EUR;0
K&M Speaker Mounting Pole M20 2;HK Audio accessory set, 2 telescopic satellite poles, M20;4;75.7;EUR;0
K&M Stereo Pole Add On M20 speakON;HK Audio accessory kit, two telescopic satellite poles, two speakON cables, carrying case;0;99.16;EUR;0
K08DM3E006;Klotz cable, OmniLIVE - RMP 25p female/male 8-channels - digital multicore cable - PVC - 6m;0;550.52;EUR;0
K08DM3E010;Klotz cable, OmniLIVE - RMP 25p male/female 8-ch. - digital multicore - PVC - 10m;0;580.9;EUR;0
K08DM3E015;Klotz cable, OmniLIVE - RMP 25p female/male 8-core - digital multicore - PVC - 15m;0;618.86;EUR;0
K08DM3E020;Klotz digital group cable, OmniLIVE - RMP 25p female/male 8-ch. - PVC - 20m;0;656.89;EUR;0
K08DM3E025;Klotz cable, OmniLIVE RMP 25p male/female 8-channels digital multicore cable, PVC, 25m;0;694.79;EUR;0
K08DM3E030;Klotz cable, OmniLIVE RMP 25p male/female 8-channel digital group PVC 30m;0;732.76;EUR;0
K08DM3E035;Klotz cable, OmniLIVE RMP 25p male/female 8-ch. - digital group cable - PVC - 60m;0;772.25;EUR;0
K08DM3E040;Klotz cable, OmniLIVE RMP 25p 8-channel digital - PVC - 40m;0;808.69;EUR;0
K08DM3E050;Klotz digital group cable, OmniLIVE RMP 25p male/female 8 channel PVC 50m;0;884.68;EUR;0
K08DM3E060;Klotz cable, OmniLIVE - RMP 25p male/female 8cs. - digital group cable - PVC - 60m;0;960.55;EUR;0
K08DM3E070;Klotz cable, OmniLIVE RMP 25p male/female 8-core digital group cable PVC 70m;0;1038;EUR;0
K08DM3E080;Klotz cable, OmniLIVE RMP 25p female/male 8-core digital cable, PVC, 80m;0;1113.86;EUR;0
K08DM3E090;Klotz cable, OmniLIVE RMP 25p mama/papa 8-cs. - digital group cable - PVC - 90m;0;1189.86;EUR;0
K08DM3E095;Klotz cable, OmniLIVE - RMP 25p female/male 8-ch. - digital multicore cable - PVC - 95m;0;1229.22;EUR;0
K08DM3E100;Klotz, digital group cable, OmniLIVE - RMP 25p female/male 8 cs. - PVC - 100m;0;1267.26;EUR;0
K08DM4E003;Klotz cable, OmniLIVE RMP 25p male/female 8-core digital - PVC - 3m;0;319.39;EUR;0
K08DM4E006;Klotz cable, OmniLIVE RMP 25p female/male 8-pair digital group cable - PVC - 6m;0;335.9;EUR;0
K08DM4E010;Klotz cable, OmniLIVE RMP 25p male/female 8-pair - digital multicore - PVC - 10m;0;367.6;EUR;0
K08DM4E015;Klotz cable, OmniLIVE - RMP 25p female/male 8-channel digital group cable - PVC - 15m;0;406.18;EUR;0
K08DM4E020;Klotz cable, OmniLIVE RMP 25p female/male 8-core digital bundle PVC 20m;0;444.15;EUR;0
K08DM4E025;Klotz cable, OmniLIVE RMP 25p female/male 8-ch. digital group cable PVC 25m;0;485.18;EUR;0
K08DM4E030;Klotz cable, OmniLIVE, RMP 25p female/male 8-ch. - digital multicore - PVC - 30m;0;520.15;EUR;0
K08DM4E040;Klotz cable, OmniLIVE RMP 25p female/male 8-channel digital group cable PVC 40m;0;596.08;EUR;0
K08DM4E050;Klotz, OmniLIVE - RMP 25p mama/papa 8-way - digital group cable - PVC - 50m;0;675.01;EUR;0
K08DM4E060;Klotz cable, OmniLIVE - RMP 25p female/male 8-channel - digital multicore - PVC - 60m;0;750.93;EUR;0
K08GM3E006;Klotz cable, OmniSTAR RMP 25p male/female 8-core digital group cable PUR 6m;0;561.87;EUR;0
K08GM3E010;Klotz cable, OmniSTAR RMP 25p female/male 8-channel digital group cable PUR 10m;0;611.61;EUR;0
K08GM3E015;Klotz cable, OmniSTAR RMP 25p male/female 8-pin digital group cable PUR 15m;0;673.82;EUR;0
K08GM3E020;Klotz cable, OmniSTAR - RMP 25p female/male 8-pair - digital group cable - PUR - 20m;0;735.96;EUR;0
K08GM3E025;Klotz cable, OmniSTAR 25p male/female 8-channel digital multicore - PUR - 25m;0;798.1;EUR;0
K08GM3E030;Klotz cable, OmniSTAR RMP 25p female/male 8-core digital, PUR, 30m;0;860.3;EUR;0
K08GM3E040;Klotz cable, OmniSTAR RMP 25p 8-channel digital mama/papa - PUR - 40m;0;986.1;EUR;0
K08GM3E050;Klotz cable, OmniSTAR RMP 25p male/female 8-core digital stagebox cable PUR 50m;0;1110.44;EUR;0
K08GM3E060;Klotz cable, OmniSTAR - RMP 25p female/male 8-ch. - digital multicore cable - PUR - 60m;0;1236.26;EUR;0
K08GM3E070;Klotz digital group cable, RMP 25p male/female 8 channel - PUR - 70m;0;1360.6;EUR;0
K08GM3E080;Klotz cable, OmniSTAR RMP 25p female/male 8-pc. digital group cable, PUR, 80m;0;1484.94;EUR;0
K08GM3E100;Klotz OmniSTAR cable, RMP 25p male/female 8-channel, digital multicore - PUR - 100m;0;1733.55;EUR;0
K08GM4E003;Klotz cable, OmniSTAR RMP 25p male/female 8-ch. - digital multicore cable - PUR - 3m;0;333.53;EUR;0
K08GM4E006;Klotz group cable, OmniSTAR RMP 25p female/male 8-pin digital - PUR - 6m;0;370.8;EUR;0
K08GM4E010;Klotz group cable, OmniSTAR RMP 25p female/male 8 channels digital - PUR -10m;0;422.08;EUR;0
K08GM4E015;Klotz cable, OmniSTAR RMP 25p female/male 8-core digital group cable PUR 15m;0;484.2;EUR;0
K08GM4E020;Klotz digital group cable, OmniSTAR RMP 25p female/male 8-channel - PUR - 20m;0;546.42;EUR;0
K08GM4E025;Klotz cable, OmniSTAR RMP 25p socket/socket 8-core digital group cable PUR 25m;0;608.54;EUR;0
K08GM4E030;Klotz cable, OmniSTAR RMP 25p male/female 8-channel digital group cable 30m PUR;0;670.68;EUR;0
K08GM4E040;Klotz cable, OmniSTAR RMP 25p female/male 8-channel digital multicore - PUR - 40m;0;796.56;EUR;0
K08GM4E050;Klotz cable, OmniSTAR RMP 25p mama/papa 8-channel digital group cable - PUR - 50m;0;920.91;EUR;0
K08GV3E006;Klotz cable, OmniSTAR RMP 25p female/female 8cs digital group cable PUR 6m;0;582.56;EUR;0
K08GV3E010;Klotz cable, OmniSTAR RMP 25p female/female 8-channel digital group cable PUR 10m;0;633.76;EUR;0
K08GV3E015;Klotz cable, OmniSTAR 25p female/female 8-channels digital group cable PUR 15m;0;695.97;EUR;0
K08GV3E020;Klotz cable, OmniSTAR RMP 25p female/female 8-ch. digital group cable, PUR, 20m;0;758.11;EUR;0
K08GV3E025;Klotz cable, OmniSTAR RMP 25p female/female 8-ch. - digital multicore cable - PUR - 25m;0;820.25;EUR;0
K08GV3E030;Klotz cable, OmniSTAR RMP 25p female/female 8-pin digital group cable PUR 30m;0;882.45;EUR;0
K08GV3E040;Klotz cable, OmniSTAR RMP 25p female-female 8-core digital group cable PUR 40m;0;1008.26;EUR;0
K08GV3E050;Klotz cable, OmniSTAR RMP 25p female/female 8-gp digital multicore - PUR - 50m;0;1132.61;EUR;0
K08GV3E060;Klotz cable, OmniSTAR RMP 25p female/female 8-channels digital group cable PUR 60m;0;1258.41;EUR;0
K08GV3E070;Klotz cable, OmniSTAR RMP 25p female/female 8-core, digital group cable, PUR, 70m;0;1382.75;EUR;0
K08GV3E080;Klotz cable, OmniSTAR - RMP 25p female/female 8-core - digital multicore - PUR - 80m;0;1507.09;EUR;0
K08GV3E100;Klotz cable, OmniSTAR RMP 25p female-to-female 8-channel digital group cable PUR 100m;0;1755.72;EUR;0
K08GV4E003;Klotz digital group cable, OmniSTAR RMP 25p female/female 8-channel - PUR - 3m;0;355.68;EUR;0
K08GV4E006;Klotz cable, OmniSTAR RMP 25p female/female 8-core digital cable PUR 6m;0;392.95;EUR;0
K08GV4E010;Klotz cable, OmniSTAR RMP 25p female/female 8-channel digital group cable PUR 10m;0;444.22;EUR;0
K08GV4E015;Klotz multicores, OmniSTAR RMP 25p female/female 8-ch. digital stage cable PUR 15m;0;495.91;EUR;0
K08GV4E020;Klotz cable, OmniSTAR RMP 25p male/female 8-ch. digital group cable, PUR, 20m;0;558.04;EUR;0
K08GV4E025;Klotz cable, OmniSTAR RMP 25p female-to-female 8-pair digital group cable PUR 25m;0;620.26;EUR;0
K08GV4E030;Klotz stagebox cable, OmniSTAR RMP 25p female/female 8cs. digital group cable, PUR 30m;0;682.38;EUR;0
K08GV4E040;Klotz cable, OmniSTAR RMP 25p female/female 8-group digital cable PUR 40m;0;808.26;EUR;0
K08GV4E050;Klotz cable, OmniSTAR RMP 25p female/female 8-channels digital group cable PUR 50m;0;932.61;EUR;0
K08LM3E006;Klotz stagebox cable, 8-channel XLR group cable - PVC - 6m;0;541.81;EUR;0
K08LM3E010;Klotz polyLIVE RMP 25p female/male 8 ch. analog multicore cable - PVC - 10m;0;568.71;EUR;0
K08LM3E015;Klotz cable, PolyLIVE - RMP 25p female/male 8-pcs analog group cable - PVC - 15m;0;600.61;EUR;0
K08LM3E020;Klotz cable, PolyLIVE - RMP 25p female/male 8-pair analog group cable - PVC - 20m;0;632.45;EUR;0
K08LM3E025;Klotz cable, PolyLIVE - RMP 25p XLR 8-channel analog group cable - PVC - 25m;0;664.27;EUR;0
K08LM3E030;Klotz PolyLIVE, RMP 25p female/male 8-ch analog group cable - PVC - 30m;0;696.11;EUR;0
K08LM3E040;Klotz cable, PolyLIVE RMP 25p female/male 8-core analog group cable, PVC, 40m;0;761.38;EUR;0
K08LM3E050;Klotz cable, PolyLIVE - RMP 25p female/male 8-pair analog multicore - PVC - 50m;0;825.06;EUR;0
K08LM3E060;Klotz cable, PolyLIVE RMP 25p female/male 8-channel, analog group cable, PVC, 60m;0;889.84;EUR;0
K08LM3E070;Klotz cable, PolyLIVE RMP 25p female/male 8-ch. analog group cable - PVC - 70m;0;953.85;EUR;0
K08LM3E080;Klotz cable, PolyLIVE RMP 25p female/male 8-channel analog group cable PVC 80m;0;1017.59;EUR;0
K08LM3E090;Klotz analog group cable, PolyLIVE RMP 25p female/male 8 channels PVC 90m;0;1081.27;EUR;0
K08LM3E100;Klotz analog group cable, PolyLIVE - RMP 25p male/female 8-ch. - PVC - 100m;0;1144.58;EUR;0
K08LM4E003;Klotz polyLIVE cable, RMP 25p female/male 8-channel analog group cable - PVC - 3m;0;312.43;EUR;0
K08LM4E006;Klotz group cable, PolyLIVE RMP 25p female/male 8-channel analog - PVC - 6m;0;332.56;EUR;0
K08LM4E010;Klotz cable, PolyLIVE RMP 25p female/male 8-ch. analog multicore - PVC - 10m;0;360.77;EUR;0
K08LM4E015;Klotz cable, PolyLIVE - RMP 25p female/male 8-way analog group cable - PVC - 15m;0;393.3;EUR;0
K08LM4E020;Klotz PolyLIVE, RMP 25p female/male 8-channel analog group cable - PVC - 20m;0;425.13;EUR;0
K08LM4E025;Klotz cable, PolyLIVE - RMP 25p female/male 8-ch. analog multicore - PVC - 25m;0;456.97;EUR;0
K08LM4E030;Klotz group cable, PolyLIVE RMP 25p female/male 8-ch. analog - PVC - 30m;0;488.87;EUR;0
K08LM4E040;Klotz cable, PolyLIVE - RMP 25p female/male 8-channel analog group cable - PVC - 40m;0;551.15;EUR;0
K08LM4E050;Klotz cable, PolyLIVE - RMP 25p female/male 8 channels - analog multicore cable - PVC - 50m;0;614.81;EUR;0
K12DM3E005;Klotz cable, OmniLIVE - RMP 37p mother/father 12-cs. - digital multicore - PVC - 5m;0;683.43;EUR;0
